x,y,time
16.455375096944387,124.12362076215926,0.0
58.826860733707456,135.7000247046046,0.05
93.66188122867725,96.35855436715636,0.1
27.660314096579754,24.257638765706773,0.15000000000000002
47.674252396648946,142.81993971617362,0.2
80.7046872065102,37.7130610644006,0.25
78.6590462925591,119.26586898644183,0.3
25.80712818994335,107.68625529727639,0.35
72.9104359223,42.85148510846884,0.39999999999999997
87.88936801741417,128.03922631841172,0.44999999999999996
124.15256215876386,152.69010260174514,0.49999999999999994
1.116531602145443,53.108748004243864,0.5499999999999999
95.75176336043299,125.68929754561044,0.6
95.7523843153024,292.63657453273606,0.65
98.54452553465835,156.77828200902994,0.7000000000000001
117.70008817466012,132.5695625652899,0.7500000000000001
54.23653776798272,137.94846102466337,0.8000000000000002
31.358739273121408,88.15906966299956,0.8500000000000002
45.73182260854483,104.09370696931613,0.9000000000000002
185.73292833367543,6.636740370412596,0.9500000000000003
104.31300951872566,19.36420644051742,1.0000000000000002
46.40340671052833,154.4475298483683,1.0500000000000003
73.21400095477314,46.112761103534694,1.1000000000000003
34.23481453700159,133.97988744673378,1.1500000000000004
33.481668414143165,110.82292947909875,1.2000000000000004
72.2785919951907,67.41998261970915,1.2500000000000004
177.19720446626627,131.69595111590056,1.3000000000000005
0.0,109.32271573847139,1.3500000000000005
36.9106767615806,142.6216667398112,1.4000000000000006
30.373963078364966,94.26317792665505,1.4500000000000006
240.39898231843657,569.2604155336097,1.5000000000000007
103.9762874355379,473.2399011327241,1.5500000000000007
162.0043751071235,447.733661394103,1.6000000000000008
341.23633922248774,532.3985368768764,1.6500000000000008
99.12928365319638,573.4289557643821,1.7000000000000008
369.77249576101065,582.5972208440918,1.7500000000000009
78.45040272367893,461.2612741706999,1.800000000000001
301.3528919349298,443.3864427504975,1.850000000000001
235.50555425169827,561.9707242743469,1.900000000000001
125.84556227375336,495.237971515056,1.950000000000001
0.0,418.04898869325683,2.000000000000001
179.79454788854719,400.17734544281205,2.0500000000000007
330.5929043145308,385.5886897631494,2.1000000000000005
164.7964410642413,510.4592461828873,2.1500000000000004
315.30186312528923,385.1310279056448,2.2
293.05310017239674,500.81864488156697,2.25
121.47930791616392,536.9682779410616,2.3
215.92477564587762,451.9826498272964,2.3499999999999996
205.5841667992015,469.1749122510592,2.3999999999999995
209.08138762009983,552.9704539616837,2.4499999999999993
326.8813452916282,400.97476009385207,2.499999999999999
370.6426699725013,343.83297603819983,2.549999999999999
187.85719239715334,547.0653765187661,2.5999999999999988
222.4793494188026,450.1840384143525,2.6499999999999986
183.35021997141797,460.5599252272934,2.6999999999999984
152.85081944446307,567.968167761682,2.7499999999999982
228.56123887720378,444.56723237914764,2.799999999999998
271.96799003466003,524.5839616701287,2.849999999999998
265.0289695071168,550.370307353889,2.8999999999999977
133.68039912623422,455.18551678424245,2.9499999999999975
133.68039912623422,455.18551678424245,2.9999999999999973
175.3217745087615,462.41434847827145,3.049999999999997
216.96314989128877,469.6431801723004,3.099999999999997
258.6045252738161,476.8720118663294,3.149999999999997
300.24590065634334,484.1008435603584,3.1999999999999966
298.7459043621511,357.0396429985269,3.2499999999999964
376.6598937473055,314.5057166698502,3.2999999999999963
332.8258428702023,337.8684408539664,3.349999999999996
286.9391278063668,415.92661111923144,3.399999999999996
349.5249809392818,398.8105781600383,3.4499999999999957
378.32872842925974,351.26023049796555,3.4999999999999956
340.9171782776978,331.3839946043926,3.5499999999999954
319.44998114930655,342.19141673793894,3.599999999999995
305.8197578995631,385.70942152621484,3.649999999999995
250.90675900599166,475.5432365411276,3.699999999999995
239.63895711001788,277.14868323273606,3.7499999999999947
369.48665241000407,397.49976163777615,3.7999999999999945
337.44718902312934,387.7007305558568,3.8499999999999943
299.26519362918515,296.1647377108501,3.899999999999994
304.5482734916236,309.37029730927327,3.949999999999994
358.5071840050651,341.1765571098717,3.999999999999994
250.4701681924493,330.7168495008204,4.049999999999994
324.77588725653743,316.1765268317615,4.099999999999993
250.6667762660141,364.6212326895147,4.149999999999993
314.6979942665234,319.58340947773223,4.199999999999993
271.73770166290063,363.9229962414582,4.249999999999993
213.11493951016055,265.5521735374067,4.299999999999993
256.8933467248538,337.1931708972892,4.3499999999999925
318.65445393588027,438.52137301697314,4.399999999999992
351.45957739212116,340.40368820219436,4.449999999999992
298.85902752583866,289.84823812173147,4.499999999999992
298.8892118404566,332.6804816647917,4.549999999999992
319.3631136202854,300.36614338686064,4.599999999999992
331.16079085447035,441.9643347801547,4.6499999999999915
293.4743910925885,374.1027033259365,4.699999999999991
293.4743910925885,374.1027033259365,4.749999999999991
248.67700194762745,410.8668967228714,4.799999999999991
203.8796128026664,447.63109011980634,4.849999999999991
159.08222365770536,484.39528351674124,4.899999999999991
114.2848345127443,521.1594769136761,4.94999999999999
