x,y,time
209.93428306022466,427.2347139765763,0.0
212.95377076201385,460.4605971281605,0.05
195.3169325055333,425.3172608610164,0.1
231.58425631014782,445.3486945830582,0.15000000000000002
190.61051228130097,440.8512008717193,0.2
190.73164614375077,420.68540492859483,0.25
204.83924543132068,391.73439510684403,0.3
165.50164334973934,418.75424941518054,0.35
179.74337759331152,436.2849466519055,0.39999999999999997
181.83951848957577,401.75392597329414,0.44999999999999996
229.31297537843108,425.4844739902693,0.49999999999999994
201.35056409375846,401.50503627573084,0.5499999999999999
189.11234550949635,432.21845179419734,0.6
176.98012845155395,437.51396036691347,0.65
187.9872262016239,424.16612500413447,0.7000000000000001
187.96586775541206,467.04556369017877,0.7500000000000001
199.73005550524132,408.84578142088196,0.8000000000000002
216.45089824206377,405.58312700057957,0.8500000000000002
204.17727190009512,390.8065975224045,0.9000000000000002
173.43627902203139,433.9372247173825,0.9500000000000003
214.7693315999082,433.4273656237994,1.0000000000000002
197.6870343522352,423.97792608821425,1.0500000000000003
170.42956019265145,415.6031158321058,1.1000000000000003
190.78722458080426,451.14244452437833,1.1500000000000004
206.87236579136922,394.7391968927453,1.2000000000000004
206.4816793878959,422.2983543916737,1.2500000000000004
186.46155999388083,442.2335257768174,1.3000000000000005
220.61999044991902,448.62560238232396,1.3500000000000005
183.21564953554724,423.8157524829757,1.4000000000000006
206.62526862807127,449.5109025424472,1.4500000000000006
206.62526862807127,449.5109025424472,1.5000000000000007
188.05875395631836,346.6669294497389,1.5500000000000007
169.49223928456547,243.82295635703068,1.6000000000000008
150.9257246128126,140.97898326432244,1.6500000000000008
132.35920994105967,38.135010171614184,1.7000000000000008
206.80995077981916,174.11380127757988,1.7500000000000009
264.3757746718259,250.68720085712468,1.800000000000001
237.83969635258998,240.10598693676073,1.850000000000001
250.84908075142903,190.6464073618463,1.900000000000001
250.8418681652524,256.1410969939791,1.950000000000001
238.92521882670147,256.9393096744202,2.000000000000001
161.40764687730768,234.6570751312567,2.0500000000000007
242.61141204714514,201.02977948602398,2.1000000000000005
242.75282329606506,150.37293256197322,2.1500000000000004
233.40984336487463,220.71337714535238,2.2
284.33682134224546,194.45189345179057,2.25
215.74519191320437,194.9472886924639,2.3
267.4620635310622,219.86253328979052,2.3499999999999996
224.10719388698882,225.39802299340067,2.3999999999999995
242.9123264804412,239.05934971598668,2.4499999999999993
218.93840718367943,200.17013560206695,2.499999999999999
228.2367554060353,166.09455155603644,2.549999999999999
248.88360831193728,217.83165816539668,2.5999999999999988
240.15340369927384,202.9623859987456,2.6499999999999986
197.53887773848757,197.38064031703922,2.6999999999999984
229.7185645041969,185.93168192335145,2.7499999999999982
235.16142865001973,222.12152570443615,2.799999999999998
296.5855770363159,215.23733438495518,2.849999999999998
247.72651172168293,207.766622527015,2.8999999999999977
182.43686354102874,209.2045837365235,2.9499999999999975
241.80690629823079,283.8972633745586,2.9999999999999973
234.22917105656632,219.04642027000838,3.049999999999997
238.9586469088427,174.93965887141405,3.099999999999997
274.28468443545063,232.55799098060322,3.149999999999997
263.7309584112914,182.71837635615782,3.1999999999999966
95.06985777340248,114.95372343019298,3.2499999999999964
74.67142734500676,204.76139064524946,3.2999999999999963
35.23659187173279,135.8425567599307,3.349999999999996
62.49128412719103,137.41310864709502,3.399999999999996
21.233414223346685,151.71407437015068,3.4499999999999957
33.44240715684738,161.83981076587955,3.4999999999999956
37.01439414415492,188.7483601254385,3.5499999999999954
40.418667691594074,141.94846209485812,3.599999999999995
80.33793043424174,119.22839208915111,3.649999999999995
65.68649836510323,182.6785688570607,3.699999999999995
19.81291913596931,154.6158464633076,3.7499999999999947
66.49706985621059,169.54557179443276,3.7999999999999945
29.07623222804795,116.9885846728931,3.8499999999999943
73.04853914042243,157.42461683082965,3.899999999999994
66.26232125864692,158.66120523742438,3.949999999999994
42.99938196053773,155.80634242902508,3.999999999999994
67.32681183246703,132.14121454934082,4.049999999999994
106.64436277861891,161.8458230227947,4.099999999999993
30.217412569933785,166.41384021584574,4.149999999999993
35.63295824431697,169.6771150935613,4.199999999999993
88.9648894751851,129.48294204120725,4.249999999999993
84.08440323110804,160.31952317341245,4.299999999999993
80.55150399986225,197.4198245663487,4.3499999999999925
53.865297099928235,131.15659589106275,4.399999999999992
37.762139259361916,129.60474287586405,4.449999999999992
58.0724572646474,158.5287993704161,4.499999999999992
66.91726998325048,170.6795812259006,4.549999999999992
60.32504729694767,186.33835192893292,4.599999999999992
53.383579169051096,218.00422916474048,4.6499999999999915
75.64168369412516,128.57106108959294,4.699999999999991
